Name,SecId,Enhanced Index,Index Fund
Nationwide NYSE Arca Tech 100 Idx InsSvc,F000002L2I,No,Yes
Nationwide NYSE Arca Tech 100 Idx R6,F00000PS0G,No,Yes
Nationwide NYSE Arca Tech 100 Idx A,FOUSA00H4D,No,Yes
Nationwide NYSE Arca Tech 100 Idx C,FOUSA00IJQ,No,Yes
Vanguard Small Cap Growth Index Admiral,F00000MPYF,No,Yes
Vanguard Small Cap Growth Index Inv,FOUSA00HKM,No,Yes
Vanguard Small Cap Growth Index I,FOUSA00HPC,No,Yes
MM S&P 500? Index I,F00000NFVN,No,Yes
MM S&P 500? Index A,F00000SJ6T,No,Yes
MM S&P 500? Index Adm,FOUSA00G0L,No,Yes
MM S&P 500? Index Svc,FOUSA00G3S,No,Yes
MM S&P 500? Index R4,FOUSA00HDN,No,Yes
MM S&P 500? Index R5,FOUSA02VIW,No,Yes
MM S&P 500? Index R3,FOUSA02W1U,No,Yes
Vanguard Total Stock Mkt Idx Instl Pls,F00000VE7X,No,Yes
Vanguard Total Stock Mkt Idx Instl Sel,F00000WTNR,No,Yes
Vanguard Total Stock Mkt Idx Inv,FOUSA00FQU,No,Yes
Vanguard Total Stock Market Idx I,FOUSA00GQ7,No,Yes
Vanguard Total Stock Mkt Idx Adm,FOUSA00L83,No,Yes
Vanguard Growth Index Investor,FOUSA00FQV,No,Yes
Vanguard Growth Index Institutional,FOUSA00JGS,No,Yes
Vanguard Growth Index Admiral,FOUSA00L97,No,Yes
Vanguard Value Index Inv,FOUSA00FQW,No,Yes
Vanguard Value Index I,FOUSA00IJP,No,Yes
Vanguard Value Index Adm,FOUSA00LA4,No,Yes
Northern Small Cap Index,FOUSA00H2N,No,Yes
Vanguard Institutional Index I,FOUSA00FR3,No,Yes
Vanguard Institutional Index Instl Pl,FOUSA00GPG,No,Yes
Franklin S&P 500 Index A,FOUSA00HG5,No,Yes
Franklin S&P 500 Index D,FOUSA00K2S,No,Yes
DWS S&P 500 Index R6,F00000YRL7,No,Yes
DWS S&P 500 Index S,FOUSA00HGS,No,Yes
DWS S&P 500 Index A,FOUSA05BFI,No,Yes
DWS S&P 500 Index C,FOUSA05BFK,No,Yes
ProFunds Bull Inv,FOUSA00HX2,No,Yes
ProFunds Bull Svc,FOUSA00KG2,No,Yes
ProFunds UltraNASDAQ-100 Svc,FOUSA00H4S,No,Yes
ProFunds UltraNASDAQ-100 Inv,FOUSA00I1L,No,Yes
Rydex Inverse NASDAQ-100? 2x Strategy H,FOUSA00I6H,No,Yes
Rydex Inverse NASDAQ-100? 2x Strategy C,FOUSA02VE8,No,Yes
Rydex Inverse NASDAQ-100? 2x Strategy A,FOUSA059JP,No,Yes
Fidelity? Extended Market Index,F00000MJRH,No,Yes
Rydex S&P 500 2x Strategy H,FOUSA00HH6,No,Yes
Rydex S&P 500 2x Strategy C,FOUSA02VDK,No,Yes
Rydex S&P 500 2x Strategy A,FOUSA059JL,No,Yes
Invesco S&P 500 Index R6,F00000YRV6,No,Yes
Invesco S&P 500 Index C,FOUSA00H2O,No,Yes
Invesco S&P 500 Index A,FOUSA00HHK,No,Yes
Invesco S&P 500 Index Y,FOUSA00JVG,No,Yes
Wilshire 5000 Index Invmt,FOUSA00HJ4,No,Yes
Wilshire 5000 Index Instl,FOUSA00L88,No,Yes
Fidelity? Total Market Index,F00000MJS0,No,Yes
Vanguard FTSE Social Index Admiral,F000011IZ5,No,Yes
Vanguard FTSE Social Index I,FOUSA02SNF,No,Yes
ProFunds Europe 30 Svc,FOUSA007K9,No,Yes
ProFunds Europe 30 Inv,FOUSA02T6Y,No,Yes
Nationwide S&P 500 Index Instl Svc,FOUSA00GK9,No,Yes
Nationwide S&P 500 Index R6,FOUSA00GW1,No,Yes
Nationwide S&P 500 Index A,FOUSA00IFK,No,Yes
Nationwide S&P 500 Index Svc,FOUSA00K47,No,Yes
Nationwide S&P 500 Index R,FOUSA05BWH,No,Yes
Nationwide S&P 500 Index C,FOUSA05BYR,No,Yes
ProFunds UltraMid Cap Svc,FOUSA005Z2,No,Yes
ProFunds UltraMid Cap Inv,FOUSA007LN,No,Yes
Vanguard Mid Cap Index InstitutionalPlus,F00000JXVT,No,Yes
Vanguard Mid Cap Index Investor,FOUSA00IDR,No,Yes
Vanguard Mid Cap Index Institutional,FOUSA00J83,No,Yes
Vanguard Mid Cap Index Admiral,FOUSA02TYC,No,Yes
Nationwide Mid Cap Market Idx Instl Svc,F00000XUM6,No,Yes
Nationwide Mid Cap Market Idx A,FOUSA007OZ,No,Yes
Nationwide Mid Cap Market Idx R6,FOUSA008B4,No,Yes
Nationwide Mid Cap Market Idx C,FOUSA05BWU,No,Yes
Nationwide Mid Cap Market Idx R,FOUSA05GXV,No,Yes
Direxion Mthly Small Cap Bull 1.75X,FOUSA00IH7,No,Yes
ProFunds UltraBull Svc,FOUSA00HR5,No,Yes
ProFunds UltraBull Inv,FOUSA00IC0,No,Yes
Direxion Mthly Small Cap Bear 1.75X,FOUSA00IGS,No,Yes
Rydex Europe 1.25x Strategy H,FOUSA00IIP,No,Yes
Rydex Europe 1.25x Strategy C,FOUSA02VDI,No,Yes
Rydex Europe 1.25x Strategy A,FOUSA0575V,No,Yes
Rydex Inverse S&P 500 2x Strategy H,FOUSA00IKK,No,Yes
Rydex Inverse S&P 500 2x Strategy C,FOUSA02VDZ,No,Yes
Rydex Inverse S&P 500 2x Strategy A,FOUSA059JK,No,Yes
T. Rowe Price Extended Equity Market Idx,FOUSA00IPF,No,Yes
ProFunds UltraSmall Cap Svc,FOUSA007I4,No,Yes
ProFunds UltraSmall Cap Inv,FOUSA008DH,No,Yes
Shelton Nasdaq-100 Index Institutional,F00001DB40,No,Yes
Shelton Nasdaq-100 Index Direct,FOUSA008LY,No,Yes
Shelton Nasdaq-100 Index K,FOUSA05GFZ,No,Yes
ProFunds UltraBear Inv,FOUSA00J0M,No,Yes
ProFunds UltraBear Svc,FOUSA00KQ2,No,Yes
Transamerica Stock Index R,F00000X8N7,No,Yes
Transamerica Stock Index R4,FOUSA02TEO,No,Yes
Schwab Total Stock Market Index,FOUSA00K0Q,No,Yes
ProFunds UltraShort NASDAQ-100 Svc,FOUSA00GHO,No,Yes
ProFunds UltraShort NASDAQ-100 Inv,FOUSA00JO7,No,Yes
BNY Mellon International Stock Index I,F00000XF1H,No,Yes
BNY Mellon International Stock Index Inv,FOUSA00JR1,No,Yes
Fidelity? International Index,F00000MJRM,No,Yes
Nationwide Bond Index Instl Svc,F00000XUO8,No,Yes
Nationwide Bond Index A,FOUSA0098Q,No,Yes
Nationwide Bond Index R6,FOUSA00A5V,No,Yes
Nationwide Bond Index C,FOUSA05GXT,No,Yes
New Covenant Growth,FOUSA009OW,No,Yes
Rydex Inverse NASDAQ-100? Strategy H,F00000UEU8,No,Yes
Rydex Inverse NASDAQ-100? Strategy Inv,FOUSA00KIY,No,Yes
Rydex Inverse NASDAQ-100? Strategy C,FOUSA02VE5,No,Yes
Rydex Inverse NASDAQ-100? Strategy A,FOUSA0575Q,No,Yes
Schwab? S&P 500 Index,FOUSA00JLQ,No,Yes
Columbia Small Cap Index Inst2,F00000P0PF,No,Yes
Columbia Small Cap Index Inst3,F00000XEE4,No,Yes
Columbia Small Cap Index A,FOUSA00J1N,No,Yes
Columbia Small Cap Index Inst,FOUSA00L21,No,Yes
Homestead Stock Index,FOUSA009GR,No,Yes
USAA 500 Index Member,FOUSA00KHE,No,Yes
USAA 500 Index Reward,FOUSA02URR,No,Yes
ProFunds Bear Svc,FOUSA00H0F,No,Yes
ProFunds Bear Inv,FOUSA00KHN,No,Yes
Northern Stock Index,FOUSA00KTN,No,Yes
Shelton S&P Smallcap Index Direct,FOUSA00L2D,No,Yes
Shelton S&P Smallcap Index K,FOUSA05GG0,No,Yes
T. Rowe Price International Eq Index,FOUSA00APK,No,Yes
Vanguard Developed Markets Index Inv,F00000QKMA,No,Yes
Vanguard Developed Markets Index Ins Pls,F00000QKMB,No,Yes
Vanguard Developed Markets Index Admiral,FOUSA00L5B,No,Yes
Vanguard Developed Markets Index Instl,FOUSA02SN7,No,Yes
USAA Extended Market Index,FOUSA00ASA,No,Yes
Principal Large Cap S&P 500 Index R3,FOUSA00LLS,No,Yes
Principal Large Cap S&P 500 Index R4,FOUSA00LM9,No,Yes
Principal Large Cap S&P 500 Index R5,FOUSA00LMC,No,Yes
Principal Large Cap S&P 500 Index J,FOUSA02UIY,No,Yes
Principal Large Cap S&P 500 Index Inst,FOUSA02UNJ,No,Yes
Principal Large Cap S&P 500 Index R1,FOUSA05AVA,No,Yes
Principal Large Cap S&P 500 Index A,FOUSA05C2D,No,Yes
Principal Large Cap S&P 500 Index C,FOUSA069XW,No,Yes
USAA Nasdaq 100 Index R6,F00000YCGP,No,Yes
USAA Nasdaq 100 Index Institutional,F000015503,No,Yes
USAA Nasdaq 100 Index Class A,F00001550C,No,Yes
USAA Nasdaq 100 Index C,F00001550D,No,Yes
USAA NASDAQ-100 Index,FOUSA00AUC,No,Yes
Rydex Russell 2000 1.5x Strategy H,FOUSA00AXX,No,Yes
Rydex Russell 2000 1.5x Strategy C,FOUSA02UUI,No,Yes
Rydex Russell 2000 1.5x Strategy A,FOUSA0575Y,No,Yes
Principal SmallCap S&P 600 Index R-6,F00000XRXZ,No,Yes
Principal SmallCap S&P 600 Index R4,FOUSA00LJT,No,Yes
Principal SmallCap S&P 600 Index R3,FOUSA00LKM,No,Yes
Principal SmallCap S&P 600 Index R5,FOUSA00LLH,No,Yes
Principal SmallCap S&P 600 Index J,FOUSA02UJK,No,Yes
Principal SmallCap S&P 600 Index Inst,FOUSA02UNT,No,Yes
Principal SmallCap S&P 600 Index R1,FOUSA05AYA,No,Yes
Vanguard Real Estate Index Investor,FOUSA00KI9,No,Yes
Vanguard Real Estate Index Admiral,FOUSA02TYE,No,Yes
Vanguard Real Estate Index Institutional,FOUSA04BEQ,No,Yes
Vanguard Total Intl Stock Index I,F00000JTBU,No,Yes
Vanguard Total Intl Stock Idx InstlPls,F00000JTBV,No,Yes
Vanguard Total Intl Stock Index Admiral,F00000JTEF,No,Yes
Vanguard Total Intl Stock Idx Instl Sel,F00000WTNS,No,Yes
Vanguard Total Intl Stock Index Inv,FOUSA00KIR,No,Yes
Principal MidCap S&P 400 Index R-6,F00000XRXX,No,Yes
Principal MidCap S&P 400 Index R3,FOUSA00LLP,No,Yes
Principal MidCap S&P 400 Index R4,FOUSA00LLV,No,Yes
Principal MidCap S&P 400 Index R5,FOUSA00LLW,No,Yes
Principal MidCap S&P 400 Index J,FOUSA02UJ2,No,Yes
Principal MidCap S&P 400 Index Inst,FOUSA02UNM,No,Yes
Principal MidCap S&P 400 Index R1,FOUSA05AVH,No,Yes
iShares Municipal Bond Index Instl,F00000ZKKS,No,Yes
iShares Municipal Bond Index K,F00000ZKKT,No,Yes
iShares Municipal Bond Index Investor P,F000010EBG,No,Yes
iShares Municipal Bond Index Investor A,FOUSA00P8D,No,Yes
ProFunds UltraSector Oil & Gas Investor,FOUSA02SOT,No,Yes
ProFunds UltraSector Oil & Gas Svc,FOUSA02SP0,No,Yes
Communication Services UltraSectorProInv,FOUSA02SOX,No,Yes
Communication Services UltraSectorProSvc,FOUSA02SPI,No,Yes
ProFunds Financials UltraSector Svc,FOUSA02SOU,No,Yes
ProFunds Financials UltraSector Inv,FOUSA02SOY,No,Yes
ProFunds Semiconductor UltraSector Svc,FOUSA02SOV,No,Yes
ProFunds Semiconductor UltraSector Inv,FOUSA02SOZ,No,Yes
ProFunds Telecom UltraSector Service,FOUSA02SOS,No,Yes
ProFunds Telecom UltraSector Inv,FOUSA02SP3,No,Yes
ProFunds Utilities UltraSector Svc,FOUSA02SP1,No,Yes
ProFunds Utilities UltraSector Inv,FOUSA02SP5,No,Yes
ProFunds UltraJapan Inv,FOUSA02SP6,No,Yes
ProFunds UltraJapan Svc,FOUSA02SPD,No,Yes
ProFunds Internet UltraSector Svc,FOUSA02SP4,No,Yes
ProFunds Internet UltraSector Inv,FOUSA02SP7,No,Yes
ProFunds UltraSector Health Care Svc,FOUSA02SP2,No,Yes
ProFunds UltraSector Health Care Inv,FOUSA02SP8,No,Yes
ProFunds Biotechnology UltraSector Inv,FOUSA02SPA,No,Yes
ProFunds Biotechnology UltraSector Svc,FOUSA02SPF,No,Yes
ProFunds NASDAQ-100 Svc,FOUSA02SP9,No,Yes
ProFunds NASDAQ-100 Inv,FOUSA02SPB,No,Yes
ProFunds Real Estate UltraSector Svc,FOUSA007BY,No,Yes
ProFunds Real Estate UltraSector Inv,FOUSA02SPC,No,Yes
ProFunds Technology UltraSector Svc,FOUSA02SOW,No,Yes
ProFunds Technology UltraSector Inv,FOUSA02SPG,No,Yes
ProFunds Pharmaceuticals UltraSector Svc,FOUSA02SPE,No,Yes
ProFunds Pharmaceuticals UltraSector Inv,FOUSA02SPH,No,Yes
Vanguard Instl Ttl Stk Mkt Idx InstlPls,FOUSA02T7X,No,Yes
Vanguard Instl Ttl Stk Mkt Idx I,FOUSA02TNS,No,Yes
Nationwide Small Cap Index Instl Svc,F00000XUM7,No,Yes
Nationwide Small Cap Index A,FOUSA02TLZ,No,Yes
Nationwide Small Cap Index R6,FOUSA02TM8,No,Yes
Nationwide Small Cap Index C,FOUSA05GRP,No,Yes
Nationwide Small Cap Index R,FOUSA05GXW,No,Yes
Mutual of America Equity Index,FVUSA000HE,No,Yes
ProFunds Basic Materials UltraSector Svc,FOUSA02TMQ,No,Yes
ProFunds Basic Materials UltraSector Inv,FOUSA02TMR,No,Yes
JNL/Mellon Consumer Discretionary Sect A,FVUSA000VH,No,Yes
JNL/Mellon Consumer Discretionary Sect I,FVUSA04AXU,No,Yes
JNL/Mellon Healthcare Sector A,FVUSA000Y4,No,Yes
JNL/Mellon Healthcare Sector I,FVUSA04AXZ,No,Yes
Mutual of America Mid-Cap Equity Index,FVUSA000YR,No,Yes
JNL/Mellon Dow Index I,F00000Z1XO,No,Yes
JNL/Mellon Dow Index A,FVUSA0014H,No,Yes
Green Century Equity Institutional,F000010FIA,No,Yes
Green Century Equity Individual Investor,FOUSA00DNP,No,Yes
Praxis Value Index A,FOUSA02U8F,No,Yes
Praxis Value Index I,FOUSA05I17,No,Yes
Rydex Mid-Cap 1.5x Strategy C,FOUSA02UUG,No,Yes
Rydex Mid-Cap 1.5x Strategy H,FOUSA02UUH,No,Yes
Rydex Mid-Cap 1.5x Strategy A,FOUSA0575X,No,Yes
ProFunds Small Cap Svc,FOUSA02TXH,No,Yes
ProFunds Small Cap Inv,FOUSA02TXI,No,Yes
ProFunds Small Cap Growth Inv,FOUSA02TXJ,No,Yes
ProFunds Small Cap Growth Svc,FOUSA02TXK,No,Yes
ProFunds Small Cap Value Inv,FOUSA02TXL,No,Yes
ProFunds Small Cap Value Svc,FOUSA02TXM,No,Yes
ProFunds Mid Cap Inv,FOUSA02TXN,No,Yes
ProFunds Mid Cap Svc,FOUSA02TXO,No,Yes
ProFunds Mid Cap Growth Inv,FOUSA02TXP,No,Yes
ProFunds Mid Cap Growth Svc,FOUSA02TXQ,No,Yes
ProFunds Banks UltraSector Inv,FOUSA02TXR,No,Yes
ProFunds Banks UltraSector Svc,FOUSA02TXS,No,Yes
ProFunds Mid Cap Value Inv,FOUSA02TXT,No,Yes
ProFunds Mid Cap Value Svc,FOUSA02TXU,No,Yes
TIAA-CREF Equity Index Premier,F000003V0L,No,Yes
TIAA-CREF Equity Index Advisor,F00000W9TA,No,Yes
TIAA-CREF Equity Index W,F000010I2Y,No,Yes
TIAA-CREF Equity Index Instl,FOUSA02VH6,No,Yes
TIAA-CREF Equity Index R,FOUSA05HA3,No,Yes
TIAA-CREF Equity Index Retail,FOUSA05HAI,No,Yes
JNL/Mellon World Index I,F00000Z1XN,No,Yes
JNL/Mellon World Index A,FVUSA001KU,No,Yes
JNL/Mellon Financial Sector A,FVUSA0018L,No,Yes
JNL/Mellon Financial Sector I,FVUSA04AXW,No,Yes
JNL/Mellon Infor Tech Sect A,FVUSA001ST,No,Yes
JNL/Mellon Infor Tech Sect I,FVUSA04AY2,No,Yes
JNL/Mellon Communication Services Sect A,FVUSA001XK,No,Yes
JNL/Mellon Communication Services Sect I,FVUSA04AXR,No,Yes
ProFunds Large Cap Value Svc,FOUSA02VQG,No,Yes
ProFunds Large Cap Value Inv,FOUSA02VQH,No,Yes
ProFunds US Government Plus Inv,FOUSA02VQI,No,Yes
ProFunds US Government Plus Svc,FOUSA02VQJ,No,Yes
ProFunds Rising Rates Opp Inv,FOUSA02VQK,No,Yes
ProFunds Rising Rates Opp Svc,FOUSA02VQL,No,Yes
ProFunds Short NASDAQ-100 Inv,FOUSA02VQM,No,Yes
ProFunds Short NASDAQ-100 Svc,FOUSA02VQN,No,Yes
ProFunds Short Small Cap Svc,FOUSA02VQO,No,Yes
ProFunds Short Small Cap Inv,FOUSA02VQP,No,Yes
ProFunds Ultra Dow 30 Svc,FOUSA02VQQ,No,Yes
ProFunds Ultra Dow 30 Inv,FOUSA02VQR,No,Yes
ProFunds Precious Metals UltraSector Inv,FOUSA02VQS,No,Yes
ProFunds Precious Metals UltraSector Svc,FOUSA02VQT,No,Yes
ProFunds Large Cap Growth Inv,FOUSA02VQX,No,Yes
ProFunds Large Cap Growth Svc,FOUSA02VQY,No,Yes
TIAA-CREF International Eq Idx Premier,F000003V0M,No,Yes
TIAA-CREF International Eq Idx Advisor,F00000W9TF,No,Yes
TIAA-CREF International Eq Idx W,F000010I31,No,Yes
TIAA-CREF International Eq Idx Instl,FOUSA02VXP,No,Yes
TIAA-CREF International Eq Idx Retire,FOUSA04AP3,No,Yes
JNL/Mellon Energy Sector A,FVUSA00209,No,Yes
JNL/Mellon Energy Sector I,FVUSA04AXV,No,Yes
TIAA-CREF Large-Cap Gr Idx Advisor,F00000W9TI,No,Yes
TIAA-CREF Large-Cap Gr Idx W,F000010I39,No,Yes
TIAA-CREF Large-Cap Gr Idx Instl,FOUSA02VUY,No,Yes
TIAA-CREF Large-Cap Gr Idx Retire,FOUSA04AP4,No,Yes
Columbia Mid Cap Index Inst2,F00000P0PE,No,Yes
Columbia Mid Cap Index Inst3,F00000XEE6,No,Yes
Columbia Mid Cap Index Inst,FOUSA006PS,No,Yes
Columbia Mid Cap Index A,FOUSA05ASO,No,Yes
Empower S&P SmallCap 600? Index L,F00000JWS0,No,Yes
Empower S&P SmallCap 600? Index Instl,F00000VEIB,No,Yes
Empower S&P SmallCap 600? Index Inv,FOUSA02WB3,No,Yes
State Street Equity 500 Index A,F00000QT2C,No,Yes
State Street Equity 500 Index K,F00000QT2D,No,Yes
State Street Equity 500 Index I,F00000QT2E,No,Yes
State Street Equity 500 Index Adm,FOUSA04AOP,No,Yes
State Street Equity 500 Index Svc,FOUSA04AOQ,No,Yes
State Street Equity 500 Index R,FOUSA05HD3,No,Yes
Vanguard Large Cap Index Investor,FOUSA04BN3,No,Yes
Vanguard Large Cap Index Institutional,FOUSA04BN6,No,Yes
Vanguard Large Cap Index Admiral,FOUSA04BN7,No,Yes
Vanguard Materials Index Admiral,FOUSA04BN9,No,Yes
Vanguard Consumer Discretionary Idx Adm,FOUSA04BNA,No,Yes
Vanguard Consumer Staples Index Admiral,FOUSA04BNB,No,Yes
Vanguard Health Care Index Admiral,FOUSA04BNC,No,Yes
Vanguard Financials Index Admiral,FOUSA04BND,No,Yes
Vanguard Information Technology Idx Adm,FOUSA04BNE,No,Yes
Vanguard Utilities Index Adm,FOUSA04BNF,No,Yes
TIAA-CREF Large-Cap Value Idx Advisor,F00000W9TK,No,Yes
TIAA-CREF Large-Cap Value Idx W,F000010I3A,No,Yes
TIAA-CREF Large-Cap Value Idx Inst,FOUSA02VXC,No,Yes
TIAA-CREF Large-Cap Value Idx Retire,FOUSA04AP5,No,Yes
TIAA-CREF S&P 500 Index Advisor,F00000W9WU,No,Yes
TIAA-CREF S&P 500 Index W,F000010I2Z,No,Yes
TIAA-CREF S&P 500 Index Instl,FOUSA02VXJ,No,Yes
TIAA-CREF S&P 500 Index Retire,FOUSA04AP9,No,Yes
TIAA-CREF Small-Cap Blend Idx Advisor,F00000W9WX,No,Yes
TIAA-CREF Small-Cap Blend Idx Inst,FOUSA02VXK,No,Yes
TIAA-CREF Small-Cap Blend Idx Retire,FOUSA04APA,No,Yes
ProFunds Industrial Ultra Sector Inv,FOUSA04BRH,No,Yes
ProFunds Industrial Ultra Sector Svc,FOUSA04BRI,No,Yes
ProFunds Consumer Services Ultra Sec Inv,FOUSA04BRJ,No,Yes
ProFunds Consumer Services Ultra Sec Svc,FOUSA04BRO,No,Yes
ProFunds Consumer Goods UltraSector Inv,FOUSA04BRP,No,Yes
ProFunds Consumer Goods UltraSector,FOUSA04BRR,No,Yes
ProFunds UltraShort Mid-Cap Inv,FOUSA04BRQ,No,Yes
ProFunds UltraShort Mid-Cap Svc,FOUSA04BRS,No,Yes
ProFunds UltraShort Small-Cap Inv,FOUSA04BRT,No,Yes
ProFunds UltraShort Small-Cap Svc,FOUSA04BRU,No,Yes
Rydex S&P MidCap 400 Pure Growth C,FOUSA0563L,No,Yes
Rydex S&P MidCap 400 Pure Growth H,FOUSA0563M,No,Yes
Rydex S&P MidCap 400 Pure Growth A,FOUSA059H9,No,Yes
Rydex S&P MidCap 400 Pure Value C,FOUSA0563N,No,Yes
Rydex S&P MidCap 400 Pure Value H,FOUSA0563O,No,Yes
Rydex S&P MidCap 400 Pure Value A,FOUSA059HA,No,Yes
Rydex S&P SmallCap 600 Pure Growth C,FOUSA0563S,No,Yes
Rydex S&P SmallCap 600 Pure Growth H,FOUSA0563T,No,Yes
Rydex S&P SmallCap 600 Pure Growth A,FOUSA059HE,No,Yes
Rydex S&P SmallCap 600 Pure Value C,FOUSA0563U,No,Yes
Rydex S&P SmallCap 600 Pure Value H,FOUSA0563V,No,Yes
Rydex S&P SmallCap 600 Pure Value A,FOUSA059JH,No,Yes
Rydex Inverse Dow 2x Strategy C,FOUSA0563W,No,Yes
Rydex Inverse Dow 2x Strategy H,FOUSA0563X,No,Yes
Rydex Inverse Dow 2x Strategy A,FOUSA059GM,No,Yes
Rydex Inverse Mid-Cap Strategy H,FOUSA05646,No,Yes
Rydex Inverse Mid-Cap Strategy C,FOUSA0564F,No,Yes
Rydex Inverse Mid-Cap Strategy A,FOUSA0575S,No,Yes
Rydex Inverse Russell 2000? Strategy H,FOUSA05647,No,Yes
Rydex Inverse Russell 2000? Strategy C,FOUSA05648,No,Yes
Rydex Inverse Russell 2000? Strategy A,FOUSA0575T,No,Yes
Rydex S&P 500 Pure Growth C,FOUSA05649,No,Yes
Rydex S&P 500 Pure Growth H,FOUSA0564A,No,Yes
Rydex S&P 500 Pure Growth A,FOUSA059H6,No,Yes
Rydex S&P 500 Pure Value C,FOUSA0564B,No,Yes
Rydex S&P 500 Pure Value H,FOUSA0564C,No,Yes
Rydex S&P 500 Pure Value A,FOUSA059H5,No,Yes
Rydex Dow 2x Strategy C,FOUSA0564D,No,Yes
Rydex Dow 2x Strategy H,FOUSA0564E,No,Yes
Rydex Dow 2x Strategy A,FOUSA059H8,No,Yes
Fidelity? NASDAQ Composite Index?,FOUSA04BCT,No,Yes
JNL/Mellon S&P 400 MidCap Index A,FVUSA04AIR,No,Yes
JNL/Mellon S&P 400 MidCap Index I,FVUSA04AXO,No,Yes
JNL/Mellon Bond Index A,FVUSA04AIS,No,Yes
JNL/Mellon Bond Index I,FVUSA04AXG,No,Yes
JNL/Mellon International Index A,FVUSA04AIT,No,Yes
JNL/Mellon International Index I,FVUSA04AXL,No,Yes
JNL/Mellon S&P 500 Index A,FVUSA04AIU,No,Yes
JNL/Mellon S&P 500 Index I,FVUSA04AXN,No,Yes
JNL/Mellon Small Cap Index A,FVUSA04AIV,No,Yes
JNL/Mellon Small Cap Index I,FVUSA04AZP,No,Yes
DFA US Large Company I,FOUSA00AOK,No,Yes
Northern Mid Cap Index,FOUSA05BL1,No,Yes
Northern International Equity Index,FOUSA05BL3,No,Yes
JNL/Mellon Nasdaq? 100 Index I,FOUSA06N5K,No,Yes
JNL/Mellon Nasdaq? 100 Index A,FVUSA04AQD,No,Yes
JNL/RAFI? Multi-Factor US Eq A,FVUSA04AQH,No,Yes
JNL/RAFI? Multi-Factor US Eq I,FVUSA04AXY,No,Yes
Empower S&P 500? Index Institutional,F00000VEI9,No,Yes
Empower S&P 500? Index Investor,FOUSA058HK,No,Yes
ProFunds UltraShort Dow 30 Inv,FOUSA058RA,No,Yes
ProFunds UltraShort Dow 30 Svc,FOUSA058RB,No,Yes
GuideStone Funds Equity Index Investor,FOUSA0591O,No,Yes
GuideStone Funds Equity Index Instl,FOUSA0592C,No,Yes
Voya US Stock Index Port I,FOUSA059GB,No,Yes
Voya US Stock Index Port S,FOUSA06GN5,No,Yes
Voya US Stock Index Port S2,FOUSA06JZX,No,Yes
Voya US Stock Index Port A,FOUSA08PI2,No,Yes
Vanguard Energy Index Admiral,FOUSA05A1N,No,Yes
Vanguard Industrials Index Admiral,FOUSA05A1O,No,Yes
Vanguard Communication Svcs Idx Admiral,FOUSA05A1P,No,Yes
Direxion Mthly 7-10 Yr Trs Bear 1.75X,FOUSA059AB,No,Yes
Rydex Strengthening Dollar 2x Strategy H,FOUSA05CDC,No,Yes
Rydex Strengthening Dollar 2x Strategy A,FOUSA05H26,No,Yes
Rydex Strengthening Dollar 2x Strategy C,FOUSA05H27,No,Yes
Rydex Commodities Strategy H,FOUSA05CDD,No,Yes
Rydex Commodities Strategy A,FOUSA05H2A,No,Yes
Rydex Commodities Strategy C,FOUSA05H2B,No,Yes
Rydex Weakening Dollar 2x Strategy H,FOUSA05CDE,No,Yes
Rydex Weakening Dollar 2x Strategy A,FOUSA05H28,No,Yes
Rydex Weakening Dollar 2x Strategy C,FOUSA05H29,No,Yes
ProFunds Short Oil & Gas Inv,FOUSA05CEB,No,Yes
ProFunds Short Oil & Gas Svc,FOUSA05CEC,No,Yes
ProFunds Short Real Estate Inv,FOUSA05CED,No,Yes
ProFunds Short Real Estate Svc,FOUSA05CEE,No,Yes
Direxion Mthly 7-10 Yr Trs Bull 1.75X,FOUSA05CUS,No,Yes
Fidelity? Shrt-Term Trs Bd Index,F00000ZCYA,No,Yes
Fidelity? Interm Trs Bd Index,F00000ZCY6,No,Yes
Fidelity? Long-Term Trs Bd Index,F00000ZCY8,No,Yes
Northern Emerging Markets Equity Index,FOUSA05H1H,No,Yes
Schwab Treasury Infl Protected Secs Idx,FOUSA05GTB,No,Yes
ProFunds Short Precious Metals Inv,FOUSA05GRB,No,Yes
ProFunds Short Precious Metals Svc,FOUSA05GRC,No,Yes
ProFunds Rising Rates Opp 10 Investor,FOUSA05BH9,No,Yes
ProFunds Rising Rates Opp 10 Service,FOUSA05BHA,No,Yes
ProFunds Rising US Dollar Investor,FOUSA05BHB,No,Yes
ProFunds Rising US Dollar Service,FOUSA05BHC,No,Yes
ProFunds Falling US Dollar Investor,FOUSA05BHD,No,Yes
ProFunds Falling US Dollar Service,FOUSA05BHE,No,Yes
VALIC Company I International Eqs Idx,FOUSA05HHK,No,Yes
VALIC Company I Mid Cap Index,FOUSA05HHP,No,Yes
VALIC Company I NASDAQ-100 Index,FOUSA05HHR,No,Yes
ProFunds UltraShort Japan Inv,FOUSA05HMR,No,Yes
ProFunds UltraShort Japan Svc,FOUSA05HMS,No,Yes
ProFunds Ultra International Inv,FOUSA05HMT,No,Yes
ProFunds Ultra International Svc,FOUSA05HMU,No,Yes
ProFunds UltraShort Intl Inv,FOUSA05HMV,No,Yes
ProFunds UltraShort Intl Svc,FOUSA05HMW,No,Yes
ProFunds UltraEmerging Markets Svc,FOUSA05HMX,No,Yes
ProFunds UltraEmerging Markets Inv,FOUSA05HMY,No,Yes
